source_article_identity,source_locale,source_canonical,relation_type,target_surface,target_identity,target_locale,target_canonical,visible_anchor_intent,display_position,authority_source,query_relationship,publication_eligibility,target_eligibility,analytics_dependency,review_state,evidence,blocker
58,zh,https://fermatmind.com/zh/articles/gaokao-major-adjustment-unacceptable-major-checklist,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
55,zh,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
55,zh,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,take_assessment,assessment_landing,holland-career-interest-test-riasec,zh,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,先做霍兰德职业兴趣测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
55,zh,https://fermatmind.com/zh/articles/gaokao-major-choice-parent-conflict-riasec-course-checklist,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
53,zh,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
53,zh,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,take_assessment,assessment_landing,holland-career-interest-test-riasec,zh,https://fermatmind.com/zh/tests/holland-career-interest-test-riasec,先做霍兰德职业兴趣测试，把兴趣结果转成专业验证问题,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
53,zh,https://fermatmind.com/zh/articles/gaokao-score-major-shortlist-riasec-checklist,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
169,zh,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,related_article,article,136,zh,https://fermatmind.com/zh/articles/apply-personality-research-without-overclaiming,继续了解Big Five,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
169,zh,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,take_assessment,assessment_landing,big-five-personality-test-ocean-model,zh,https://fermatmind.com/zh/tests/big-five-personality-test-ocean-model,开始测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
169,zh,https://fermatmind.com/zh/articles/habits-and-big-five-traits-behavior-is-not-identity,related_personality,personality_hub,personality,zh,https://fermatmind.com/zh/personality,查看公开人格解释,after definition,fap-api CMS/public API required,entity exploration,design_only,public,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,target hub observed,P03-P05 design consumed; G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
31,zh,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
31,zh,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,take_assessment,assessment_landing,mbti-personality-test-16-personality-types,zh,https://fermatmind.com/zh/tests/mbti-personality-test-16-personality-types,开始测试,contextual CTA,current landing_surface_v1,article supports transactional owner,already_authorized_by_current_CMS,public sitemap observed,M06 runtime callsite implemented; production deployment or dispatch not proven,current,VERIFIED API/live/code,none
31,zh,https://fermatmind.com/zh/articles/holland-career-interest-test-can-and-cannot-tell-you,related_career,career_hub,career,zh,https://fermatmind.com/zh/career,继续探索职业信息（不是确定性推荐）,after decision checklist,fap-api CMS/public API required,career exploration support,blocked_until_Career_C06,Unknown,M06 runtime callsite implemented; production deployment or dispatch not proven,design_only,current career hub public; cohort readiness unresolved,Career C06 missing; G03 review and backend Authority do not open the Career gate; G04 renderer implemented with no deployment proof
64,zh,https://fermatmind.com/zh/articles/hot-major-fit-riasec-course-career-checklist,related_article,article,165,zh,https://fermatmind.com/zh/articles/big-five-vs-riasec-personality-traits-and-career-interests,继续了解RIASEC/Career Decision,after relevant section / before final CTA,fap-api CMS/public API required,"same topic; supporting, not co-owner",design_only,included_verified,M06 runtime callsite implemented; production deployment or dispatch not proven,proposed,current public identities verified,G03 review and backend Authority merged; G04 renderer implemented; no deployment activation or publication proof
