slug,locale,snippet_candidate,primary_query_intent,candidate_only,runtime_approved
historians,zh-CN,历史学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“历史学家适合谁？适不适合我”的候选搜索摘要。,what-is,true,false
historians,en,"Historians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
history-teachers-postsecondary,zh-CN,高校历史教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校历史教师适不适合我”的候选搜索摘要。,what-is,true,false
history-teachers-postsecondary,en,"History Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
histotechnologists,zh-CN,组织技术专家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“组织技术专家适不适合我”的候选搜索摘要。,what-is,true,false
histotechnologists,en,"Histotechnologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hoist-and-winch-operators,zh-CN,操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“操作员适不适合我”的候选搜索摘要。,what-is,true,false
hoist-and-winch-operators,en,"Hoist And Winch Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
home-appliance-repairers,zh-CN,家电维修工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家电维修工适不适合我”的候选搜索摘要。,what-is,true,false
home-appliance-repairers,en,"Home Appliance Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
home-health-aides,zh-CN,家庭健康助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家庭健康助理适不适合我”的候选搜索摘要。,what-is,true,false
home-health-aides,en,"Home Health Aides covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
home-health-aides-and-personal-care-aides,zh-CN,居家健康助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“居家健康助理适不适合我”的候选搜索摘要。,what-is,true,false
home-health-aides-and-personal-care-aides,en,"Home Health Aides covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hospitalists,zh-CN,住院医师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“住院医师适不适合我”的候选搜索摘要。,what-is,true,false
hospitalists,en,"Hospitalists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,zh-CN,接待员接待员、休息室、咖啡页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“接待员接待员、休息室、咖啡适不适合我”的候选搜索摘要。,what-is,true,false
hosts-and-hostesses-restaurant-lounge-and-coffee-shop,en,"Hosts And Hostesses, Restaurant, Lounge, And Coffee Shop covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hotel-motel-and-resort-desk-clerks,zh-CN,酒店、汽车旅馆、度假村文员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“酒店、汽车旅馆、度假村文员适不适合我”的候选搜索摘要。,what-is,true,false
hotel-motel-and-resort-desk-clerks,en,"Hotel, Motel, And Resort Desk Clerks covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
human-factors-engineers-and-ergonomists,zh-CN,工程师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“工程师适不适合我”的候选搜索摘要。,what-is,true,false
human-factors-engineers-and-ergonomists,en,"Human Factors Engineers And Ergonomists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
human-resources-assistants-except-payroll-and-timekeeping,zh-CN,人力资源助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“人力资源助理适不适合我”的候选搜索摘要。,what-is,true,false
human-resources-assistants-except-payroll-and-timekeeping,en,"Human Resources Assistants, Except Payroll And Timekeeping covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
human-resources-managers,zh-CN,人力资源经理职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“人力资源经理职业诊断适不适合我”的候选搜索摘要。,what-is,true,false
human-resources-managers,en,"Human resources managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
human-resources-specialists,zh-CN,人力资源专员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“人力资源专员适不适合我”的候选搜索摘要。,what-is,true,false
human-resources-specialists,en,"Human resources specialists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hydroelectric-plant-technicians,zh-CN,水电站技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“水电站技术员适不适合我”的候选搜索摘要。,what-is,true,false
hydroelectric-plant-technicians,en,"Hydroelectric Plant Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hydroelectric-production-managers,zh-CN,生产经理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“生产经理适不适合我”的候选搜索摘要。,what-is,true,false
hydroelectric-production-managers,en,"Hydroelectric Production Managers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hydrologic-technicians,zh-CN,水文技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“水文技术员适不适合我”的候选搜索摘要。,what-is,true,false
hydrologic-technicians,en,"Hydrologic Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",what-is,true,false
hydrologists,zh-CN,水文学家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“水文学家适不适合我”的候选搜索摘要。,what-is,true,false
