slug,locale,primary_query_intent,secondary_query_intents,snippet_candidate,faq_candidates,internal_link_anchor_candidates,candidate_only,runtime_approved,validation_findings
helpers-roofers,en,what-is,,"Helpers Roofers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Helpers Roofers do?|What skills and preparation matter for Helpers Roofers?|How does AI affect Helpers Roofers work?,Helpers Roofers career overview|Helpers Roofers skills and entry path|Helpers Roofers AI impact and fit,true,false,
high-school-teachers,zh-CN,what-is,,高中教师（不含特殊与职业技术教育）职业诊断页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高中教师（不含特殊与职业技术教育）职业诊断适不适合我”的候选搜索摘要。,高中教师（不含特殊与职业技术教育）职业诊断主要做什么？|高中教师（不含特殊与职业技术教育）职业诊断需要哪些技能和准备？|高中教师（不含特殊与职业技术教育）职业诊断在 AI 时代哪些工作更容易被加速？,高中教师（不含特殊与职业技术教育）职业诊断职业介绍|高中教师（不含特殊与职业技术教育）职业诊断技能与入行路径|高中教师（不含特殊与职业技术教育）职业诊断AI 影响与职业匹配,true,false,
high-school-teachers,en,what-is,,"Secondary School Teachers, Except Special and Career/Technical Education covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a Secondary School Teachers, Except Special and Career/Technical Education do?|What skills and preparation matter for Secondary School Teachers, Except Special and Career/Technical Education?|How does AI affect Secondary School Teachers, Except Special and Career/Technical Education work?","Secondary School Teachers, Except Special and Career/Technical Education career overview|Secondary School Teachers, Except Special and Career/Technical Education skills and entry path|Secondary School Teachers, Except Special and Career/Technical Education AI impact and fit",true,false,
highway-maintenance-workers,zh-CN,what-is,,维护工人页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“维护工人适不适合我”的候选搜索摘要。,维护工人主要做什么？|维护工人需要哪些技能和准备？|维护工人在 AI 时代哪些工作更容易被加速？,维护工人职业介绍|维护工人技能与入行路径|维护工人AI 影响与职业匹配,true,false,
highway-maintenance-workers,en,what-is,,"Highway Maintenance Workers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Highway Maintenance Workers do?|What skills and preparation matter for Highway Maintenance Workers?|How does AI affect Highway Maintenance Workers work?,Highway Maintenance Workers career overview|Highway Maintenance Workers skills and entry path|Highway Maintenance Workers AI impact and fit,true,false,
histology-technicians,zh-CN,what-is,,组织学技术员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“组织学技术员适不适合我”的候选搜索摘要。,组织学技术员主要做什么？|组织学技术员需要哪些技能和准备？|组织学技术员在 AI 时代哪些工作更容易被加速？,组织学技术员职业介绍|组织学技术员技能与入行路径|组织学技术员AI 影响与职业匹配,true,false,
histology-technicians,en,what-is,,"Histology Technicians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Histology Technicians do?|What skills and preparation matter for Histology Technicians?|How does AI affect Histology Technicians work?,Histology Technicians career overview|Histology Technicians skills and entry path|Histology Technicians AI impact and fit,true,false,
historians,zh-CN,what-is,,历史学家适合谁？页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“历史学家适合谁？适不适合我”的候选搜索摘要。,历史学家适合谁？主要做什么？|历史学家适合谁？需要哪些技能和准备？|历史学家适合谁？在 AI 时代哪些工作更容易被加速？,历史学家适合谁？职业介绍|历史学家适合谁？技能与入行路径|历史学家适合谁？AI 影响与职业匹配,true,false,
historians,en,what-is,,"Historians covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Historians do?|What skills and preparation matter for Historians?|How does AI affect Historians work?,Historians career overview|Historians skills and entry path|Historians AI impact and fit,true,false,
history-teachers-postsecondary,zh-CN,what-is,,高校历史教师页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“高校历史教师适不适合我”的候选搜索摘要。,高校历史教师主要做什么？|高校历史教师需要哪些技能和准备？|高校历史教师在 AI 时代哪些工作更容易被加速？,高校历史教师职业介绍|高校历史教师技能与入行路径|高校历史教师AI 影响与职业匹配,true,false,
history-teachers-postsecondary,en,what-is,,"History Teachers, Postsecondary covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.","What does a History Teachers, Postsecondary do?|What skills and preparation matter for History Teachers, Postsecondary?|How does AI affect History Teachers, Postsecondary work?","History Teachers, Postsecondary career overview|History Teachers, Postsecondary skills and entry path|History Teachers, Postsecondary AI impact and fit",true,false,
histotechnologists,zh-CN,what-is,,组织技术专家页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“组织技术专家适不适合我”的候选搜索摘要。,组织技术专家主要做什么？|组织技术专家需要哪些技能和准备？|组织技术专家在 AI 时代哪些工作更容易被加速？,组织技术专家职业介绍|组织技术专家技能与入行路径|组织技术专家AI 影响与职业匹配,true,false,
histotechnologists,en,what-is,,"Histotechnologists covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Histotechnologists do?|What skills and preparation matter for Histotechnologists?|How does AI affect Histotechnologists work?,Histotechnologists career overview|Histotechnologists skills and entry path|Histotechnologists AI impact and fit,true,false,
hoist-and-winch-operators,zh-CN,what-is,,操作员页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“操作员适不适合我”的候选搜索摘要。,操作员主要做什么？|操作员需要哪些技能和准备？|操作员在 AI 时代哪些工作更容易被加速？,操作员职业介绍|操作员技能与入行路径|操作员AI 影响与职业匹配,true,false,
hoist-and-winch-operators,en,what-is,,"Hoist And Winch Operators covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Hoist And Winch Operators do?|What skills and preparation matter for Hoist And Winch Operators?|How does AI affect Hoist And Winch Operators work?,Hoist And Winch Operators career overview|Hoist And Winch Operators skills and entry path|Hoist And Winch Operators AI impact and fit,true,false,
home-appliance-repairers,zh-CN,what-is,,家电维修工页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家电维修工适不适合我”的候选搜索摘要。,家电维修工主要做什么？|家电维修工需要哪些技能和准备？|家电维修工在 AI 时代哪些工作更容易被加速？,家电维修工职业介绍|家电维修工技能与入行路径|家电维修工AI 影响与职业匹配,true,false,
home-appliance-repairers,en,what-is,,"Home Appliance Repairers covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Home Appliance Repairers do?|What skills and preparation matter for Home Appliance Repairers?|How does AI affect Home Appliance Repairers work?,Home Appliance Repairers career overview|Home Appliance Repairers skills and entry path|Home Appliance Repairers AI impact and fit,true,false,
home-health-aides,zh-CN,what-is,,家庭健康助理页面已覆盖职业定义、工作内容、适配信号与风险变化，可作为“家庭健康助理适不适合我”的候选搜索摘要。,家庭健康助理主要做什么？|家庭健康助理需要哪些技能和准备？|家庭健康助理在 AI 时代哪些工作更容易被加速？,家庭健康助理职业介绍|家庭健康助理技能与入行路径|家庭健康助理AI 影响与职业匹配,true,false,
home-health-aides,en,what-is,,"Home Health Aides covers the occupation definition, work activities, fit signals, and AI-era risk context for readers comparing career options.",What does a Home Health Aides do?|What skills and preparation matter for Home Health Aides?|How does AI affect Home Health Aides work?,Home Health Aides career overview|Home Health Aides skills and entry path|Home Health Aides AI impact and fit,true,false,
