finding_id,severity,finding_type,slug,locale,field_path,excerpt,reason,repair_instruction,repair_allowed_without_source_change,requires_human_review
low_workflow_density:astronomers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,astronomers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:astronomers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,astronomers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:astronomers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,astronomers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:astronomers:zh-CN:0118aedaefea,warning,conversion_unclear,astronomers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:astronomers:en:30f0d48eec11,repair_required,weak_occupation_specificity,astronomers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:astronomers:en:27db634c6a4f,repair_required,low_workflow_density,astronomers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:astronomers:en:0c2bf5afdfaf,warning,low_reader_usefulness,astronomers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:astronomers:en:619685f52d24,repair_required,locale_naturalness_issue,astronomers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:astronomers:en:0118aedaefea,warning,conversion_unclear,astronomers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:athletes-and-sports-competitors:zh-CN:27db634c6a4f,repair_required,low_workflow_density,athletes-and-sports-competitors,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:athletes-and-sports-competitors:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,athletes-and-sports-competitors,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:athletes-and-sports-competitors:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,athletes-and-sports-competitors,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:athletes-and-sports-competitors:zh-CN:0118aedaefea,warning,conversion_unclear,athletes-and-sports-competitors,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:athletes-and-sports-competitors:en:27db634c6a4f,repair_required,low_workflow_density,athletes-and-sports-competitors,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:athletes-and-sports-competitors:en:0c2bf5afdfaf,warning,low_reader_usefulness,athletes-and-sports-competitors,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:athletes-and-sports-competitors:en:619685f52d24,repair_required,locale_naturalness_issue,athletes-and-sports-competitors,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:athletes-and-sports-competitors:en:0118aedaefea,warning,conversion_unclear,athletes-and-sports-competitors,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:athletic-trainers:zh-CN:30f0d48eec11,repair_required,weak_occupation_specificity,athletic-trainers,zh-CN,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:athletic-trainers:zh-CN:27db634c6a4f,repair_required,low_workflow_density,athletic-trainers,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:athletic-trainers:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,athletic-trainers,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:athletic-trainers:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,athletic-trainers,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:athletic-trainers:zh-CN:0118aedaefea,warning,conversion_unclear,athletic-trainers,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
weak_occupation_specificity:athletic-trainers:en:30f0d48eec11,repair_required,weak_occupation_specificity,athletic-trainers,en,$,,The row has limited occupation-specific workflow/tool/stakeholder detail.,Use existing block evidence to add concrete occupation-specific work context.,True,False
low_workflow_density:athletic-trainers:en:27db634c6a4f,repair_required,low_workflow_density,athletic-trainers,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:athletic-trainers:en:0c2bf5afdfaf,warning,low_reader_usefulness,athletic-trainers,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:athletic-trainers:en:619685f52d24,repair_required,locale_naturalness_issue,athletic-trainers,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:athletic-trainers:en:0118aedaefea,warning,conversion_unclear,athletic-trainers,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:atmospheric-and-space-scientists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,atmospheric-and-space-scientists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:atmospheric-and-space-scientists:zh-CN:0c2bf5afdfaf,warning,low_reader_usefulness,atmospheric-and-space-scientists,zh-CN,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:atmospheric-and-space-scientists:zh-CN:619685f52d24,repair_required,locale_naturalness_issue,atmospheric-and-space-scientists,zh-CN,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:atmospheric-and-space-scientists:zh-CN:0118aedaefea,warning,conversion_unclear,atmospheric-and-space-scientists,zh-CN,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:atmospheric-and-space-scientists:en:27db634c6a4f,repair_required,low_workflow_density,atmospheric-and-space-scientists,en,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
low_reader_usefulness:atmospheric-and-space-scientists:en:0c2bf5afdfaf,warning,low_reader_usefulness,atmospheric-and-space-scientists,en,$,,The row may not help a reader make a better career exploration decision.,"Clarify what the reader can inspect, compare, or do next.",True,False
locale_naturalness_issue:atmospheric-and-space-scientists:en:619685f52d24,repair_required,locale_naturalness_issue,atmospheric-and-space-scientists,en,$,,Locale writing appears mixed or translation-like.,Rewrite in natural locale-specific language without adding facts.,True,False
conversion_unclear:atmospheric-and-space-scientists:en:0118aedaefea,warning,conversion_unclear,atmospheric-and-space-scientists,en,$,,The row does not clearly guide the reader's next decision.,Add or improve bounded next-step guidance without outcome promises.,True,False
low_workflow_density:atmospheric-scientists-including-meteorologists:zh-CN:27db634c6a4f,repair_required,low_workflow_density,atmospheric-scientists-including-meteorologists,zh-CN,$,,The row reads more like general advice than concrete work activity.,"Strengthen task sequence, tool, artifact, setting, or decision detail from source-backed blocks.",True,False
